r,timing_ns,result,num_iters
5926,53326.051045972796,63131,5313
44602,400154.0100309735,33513,39995
58774,527234.8882592643,54333,52703
56573,507498.73702829215,9712,50730
1901,17234.854408931864,43570,1704
16113,144690.94511018533,55794,14448
15780,141688.1283535154,15970,14150
29700,266518.5706928464,38528,26632
9371,84229.54991197321,10771,8403
55977,502155.01063030324,46063,50195
50894,456568.9307938294,44199,45637
52964,475128.2332611757,58003,47493
12987,116648.46489670171,46153,11645
955,8753.91863798849,24094,856
59666,535235.0402967171,46101,53503
18930,169947.29429457194,59766,16974
42999,385785.372550522,4528,38558
59587,534519.545020388,56526,53432
2370,21442.831068901276,14855,2125
359,3415.5866029873687,60445,321
356,3391.229953276734,15225,319
10243,92053.75847588085,6837,9185
3385,30547.4047653816,26055,3035
53726,481970.979054963,12187,48177
39701,356204.207756569,44954,35600
64213,576014.1293996273,5901,57581
52514,471105.2180866023,23666,47090
63109,566112.9282734445,7275,56591
15630,140358.20797262076,48205,14015
18857,169294.60411866356,29589,16909
55654,499258.3632473472,4090,49906
16045,144075.04744721457,57303,14387
3750,33821.99288296308,45898,3362
43842,393338.9697318358,274,39314
52480,470783.9882281855,57181,47059
63437,569047.2862433553,15413,56885
60790,545301.3221581146,40429,54511
7878,70844.793195025,23668,7064
50589,453835.54678650363,11462,45364
55439,497335.8159555421,17533,49713
45741,410354.13559951936,57378,41016
53714,481850.4838833039,27870,48166
54905,492538.46265856654,27456,49234
29258,262552.49452091,15576,26236
2631,23780.603914314757,17735,2359
29890,268216.13606777723,63218,26802
13221,118744.8473144562,35179,11855
7452,67020.02741880238,23486,6682
8185,73590.71886035416,42871,7339
45692,409917.62292021187,61356,40972
33057,296630.10824814305,57496,29642
35371,317366.80641689245,58177,31717
48825,438018.9918105894,23628,43782
35923,322318.17772560735,57490,32212
41279,370355.3264378285,46551,37015
5637,50746.97839870542,53164,5054
55767,500268.2929349354,25671,50007
29405,263883.8653083586,3642,26368
10170,91398.99543265294,42181,9119
53290,478064.2416686521,14154,47786
48133,431815.9732834032,54401,43161
3475,31355.784667722717,6714,3116
12649,113622.6207663818,40164,11342
1032,9455.59311711446,27203,925
17741,159281.0622350566,46646,15908
6551,58953.92291573668,27100,5874
46513,417289.92810355005,9413,41709
34238,307208.8215759562,59231,30701
64224,576098.873480816,62506,57590
49103,440518.28526681184,42511,44031
40069,359502.399246368,44496,35930
33371,299434.9406067416,29330,29924
3571,32216.858591457112,12292,3202
4600,41441.66257370027,59796,4124
40381,362304.5152362276,29864,36210
287,2766.8890044602826,23501,257
2775,25081.293114198084,26102,2488
14358,128963.96673437313,7057,12875
57930,519655.65440676245,65354,51946
30070,269842.54105690296,24536,26964
46492,417098.644585573,20478,41690
26966,241999.95283236096,62584,24180
11344,101914.77325050926,25764,10172
24319,218264.7655611076,22079,21807
6010,54097.49122879792,18871,5389
50467,452746.5837022023,50784,45254
12026,108034.46895449952,62661,10783
24661,221331.9666234939,1000,22114
64212,576004.3590629473,12668,57580
38786,347992.0931829965,12264,34780
30045,269611.73857367045,62669,26941
35579,319236.898146931,26582,31904
51373,460876.787076664,13335,46067
16674,149705.12554903698,59725,14951
41698,374118.1901090449,28581,37391
57179,512929.77584826923,36733,51273
37505,336508.9049379444,32019,33631
29258,262564.1339015058,15576,26236
9509,85456.63580296609,59740,8526
16268,146075.08921132638,55245,14587
61984,556012.748936185,19714,55582
35464,318218.1963722326,18535,31801
19744,177236.66352706534,55192,17704
27412,246002.7091473916,58468,24580
37872,339793.56900538254,38328,33960
35221,316029.44461435144,24891,31583
45850,411335.77729026665,40506,41114
16871,151472.2952115236,37046,15128
42538,381641.9444620032,44628,38144
29005,260292.74648192115,24081,26009
61628,552830.8391953261,4489,55263
10348,92988.53565296959,17033,9279
9726,87421.69030736177,32763,8721
30248,271422.2735342652,64909,27123
33308,298871.79591042653,62525,29867
45267,406110.90677527257,54407,40591
26473,237590.50571356856,57144,23738
59867,537033.4941477316,61875,53683
31068,278785.11547748273,19733,27859
8475,76181.8041386057,46071,7599
7812,70255.18342573885,11643,7005
63778,572112.1031507525,1101,57191
8786,78977.95313762795,38206,7878
62104,557090.3442571621,59447,55689
18220,163567.29491313006,15782,16338
6121,55070.804744286586,53986,5488
19965,179224.18143416513,1147,17903
40276,361354.3311363522,19668,36116
28037,251611.3395306802,22437,25141
51472,461747.3392304077,64133,46155
40032,359168.6972295604,32791,35897
26260,235675.24282010895,57053,23547
41581,373058.4889925168,34068,37286
63651,570971.8270171287,8737,57077
26982,242155.49317929146,19833,24195
10054,90346.1139633521,40901,9015
26784,240369.53368340517,49279,24017
55045,493778.14239503874,62891,49359
14260,128071.82741938153,15013,12787
62188,557851.5310987455,15187,55765
38546,345838.28797932935,63840,34564
39416,353649.79978904105,7919,35345
20773,186465.7246679335,37175,18627
60309,540998.2771727056,19306,54080
2363,21382.583198461132,62224,2118
19569,175674.85283184622,60039,17547
27414,246030.6535894509,44934,24582
31272,280618.8779450636,15206,28042
31066,278769.5013700579,33267,27857
9693,87113.85258674622,59511,8691
14781,132749.29190211993,27540,13254
6241,56154.38371698367,28198,5596
37508,336536.57863328257,11718,33634
22989,206331.39263923053,45812,20614
37070,332619.46133029414,27219,33241
38639,346681.96634258557,24198,34648
45996,412647.3535251546,35339,41245
35842,321608.1127798587,15928,32140
42454,380891.62683841883,23367,38069
38471,345173.1208375682,47197,34497
42748,383522.0971768266,65020,38332
40403,362495.17931560596,12032,36230
20719,185997.3454201794,9467,18579
16137,144901.0858360542,24428,14470
51593,462833.22766912455,31578,46264
22454,201537.18892536077,62502,20134
35980,322831.4944932044,64897,32263
12906,115926.45092437146,4591,11573
28267,253669.7045856899,38531,25347
34704,311385.63254201825,50817,31119
41017,367994.4159969783,50438,36780
34489,309456.0939583868,64260,30926
23631,212095.69444188304,25784,21190
63016,565274.4796998388,46917,56507
33595,301454.324437551,20505,30125
52960,475093.9590033803,19550,47490
48269,433025.77316136105,51383,43283
36581,328221.282875847,60232,32802
58078,520983.0133929458,46653,52079
8405,75559.04761948859,61114,7536
60348,541348.8941316118,17477,54115
55707,499731.6387815872,38565,49953
32999,296096.26737255196,56856,29590
48052,431086.2984906376,12839,43089
34089,305875.1474865638,19178,30568
17610,158103.75233616837,15829,15791
52408,470152.7326763068,20237,46995
16113,144672.74452626525,55794,14448
20603,184953.70218154343,8187,18475
34024,305295.00882552733,386,30510
54866,492195.0036451914,29285,49199
25155,225762.78050429848,65194,22556
32377,290518.57859103667,7065,29033
2730,24679.526953237077,3012,2448
7591,68261.07363058999,167,6807
3666,33071.591081616025,24637,3287
4722,42535.131450350185,20474,4234
56906,510479.2574490815,49536,51028
55168,494904.5605387873,16802,49470
53850,483084.3114801221,24852,48288
3641,32851.72757677389,62770,3264
5088,45805.17879447746,33550,4562
18386,165077.02223085507,6317,16487
37039,332327.5351697462,40433,33213
21893,196511.1306167586,58571,19631
31945,286642.85376495664,47485,28645
11335,101833.8886824857,21146,10164
47881,429544.6733050855,56139,42935
20567,184615.98281106885,55236,18442
4360,39285.86807893781,45851,3909
48662,436558.607059685,12792,43636
59151,530608.2358375861,58493,53041
963,8834.179829411776,35479,863
28611,256767.95665269945,3918,25656
54197,486184.3578001687,35459,48599
46268,415095.1345895831,29303,41489
56122,503456.07484135235,47663,50325
27205,244146.13658546007,17775,24395
24391,218908.63132486696,59023,21871
46466,416866.595205109,65378,41666
10065,90446.41486818407,31985,9025
15687,140862.3995125648,55612,14066
39368,353213.1311960056,5130,35302
43798,392936.96802801645,35938,39274
7841,70504.83573903596,11963,7031
33305,298850.93489238544,17305,29865
23910,214607.2170199396,37900,21440
32875,294988.8177563904,44191,29479
62797,563312.9909719715,21907,56311
5020,45207.103431418174,35059,4501
65223,585054.9304452821,50936,58486
29457,264338.09478028107,44884,26414
50589,453838.7758950078,11462,45364
27812,249590.17898688995,38029,24939
20375,182910.77953994303,44080,18270
50490,452955.7819480954,26185,45275
45056,404217.5470098846,40782,40402
9439,84841.00733338493,9262,8464
46219,414652.29920030996,33281,41445
49342,442650.1625163039,63223,44245
25412,228067.25913783856,29621,22787
60649,544053.1943287901,11761,54385
41992,376750.216781757,4713,37655
21860,196220.44969753543,19798,19602
703,6503.806301849997,25832,630
44224,396761.0298146124,36120,39656
13698,123021.96263369433,17849,12283
49568,444683.43239366903,40864,44448
34404,308696.5867027763,49766,30850
30580,274403.65621102066,45979,27421
10729,96402.76481381789,59646,9620
46618,418228.1736749928,19609,41803
10871,97679.21664559016,16026,9748
27372,245660.73727444216,1543,24545
54795,491549.32012732053,51095,49135
60303,540940.3248987043,59908,54074
64808,581338.9701728766,41838,58114
62769,563054.4983889136,14820,56286
36428,326838.60248622583,47247,32665
13136,117991.98991840525,20685,11779
54976,493177.50261623564,5646,49298
52523,471183.5409927234,28284,47098
64886,582041.4066600935,38180,58184
42651,382655.63003169175,688,38246
9278,83389.91033220722,50413,8319
32951,295672.38073870726,54067,29547
29370,263549.81916443136,43924,26336
55230,495457.7916259505,55895,49525
25722,230853.6504190688,28523,23065
21530,193262.22370166876,25194,19306
5245,47223.454140382324,19467,4703
54740,491062.25605222303,30154,49086
49490,443983.9353403594,44522,44378
2702,24422.896112867656,61446,2422
28422,255059.24963754168,37982,25486
31432,282040.4405860871,46343,28185
30751,275955.20441277104,2679,27575
60209,540101.1750883057,40796,53990
9873,88723.48467393593,20829,8853
20072,180175.38315333895,63330,17998
11855,106496.87760215784,40440,10630
15993,143611.32384266958,16061,14341
59434,533139.4945582539,43541,53295
61637,552912.1260453812,9107,55271
2926,26425.319328761947,52621,2623
41415,371564.9335115494,43533,37137
15257,137014.2673621217,16977,13681
12617,113323.8504820758,60145,11313
19136,171788.8762004427,41705,17159
12737,114396.88774429105,34357,11421
32118,288200.3316092698,56172,28800
65233,585151.8360357727,48787,58495
38424,344752.63616140175,37641,34455
47387,425126.5951127091,57466,42492
32321,290027.2859490033,58412,28982
912,8379.803926915425,52991,817
5512,49611.37346977123,47266,4942
17617,158174.25202006346,33981,15797
15966,143374.16895053184,2207,14317
55075,494065.20649927086,56444,49386
55272,495833.93605162215,33765,49563
55963,502028.54144353926,9759,50183
41775,374796.80108715955,31690,37460
36441,326967.6638782497,24797,32677
42533,381598.8015386465,12942,38140
26654,239214.4239368952,11695,23901
43912,393962.011800284,50752,39376
52052,466956.25066053565,5012,46676
49986,448430.1971071653,29661,44823
40219,360857.66592899954,12261,36065
3808,34333.02073993391,46538,3414
47499,426120.76544081705,20293,42593
24021,215601.20746682564,7494,21540
48726,437137.96349632734,38351,43693
35350,317177.64592062274,3721,31699
57736,517938.52294043027,2211,51773
22176,199047.72760695286,43619,19885
61025,547423.0301891838,22688,54722
55331,496360.8234856518,27638,49616
21695,194740.99227671395,22496,19454
31619,283732.13578960235,25813,28353
34814,312388.172139254,27178,31218
50361,451797.7744968976,47355,45159
45154,405105.71414339717,32826,40490
55825,500802.1125017219,26311,50059
24234,217508.82510769792,7585,21731
33074,296779.87608383584,7978,29658
28231,253349.61435253255,20059,25315
59594,534589.891574209,9157,53439
19983,179398.68702840552,10383,17919
38469,345151.69758177374,60731,34495
7874,70793.56413339904,50736,7060
55710,499758.031918057,18264,49956
25174,225940.6655496468,2142,22574
22316,200311.0469471082,13533,20011
38193,342676.29030601255,28314,34248
32683,293268.6320548965,33035,29307
55560,498411.60692491307,50499,49821
34819,312418.9012458634,58864,31222
33874,303950.67791600875,32621,30375
6879,61881.6071296424,35238,6168
1438,13091.42971567087,31683,1289
26114,234358.9360173066,62220,23416
65403,586670.1119427419,12254,58648
60104,539163.5304476938,30600,53896
41211,369745.21500527073,48060,36954
41333,370842.4861463736,8738,37064
25652,230221.85561523956,43566,23002
11631,104493.50513894808,49265,10429
560,5204.090783779183,10698,502
22202,199281.419300867,64240,19908
20735,186129.5827695037,32237,18593
12554,112767.27096496051,27819,11257
16981,152460.74771984777,13407,15227
1627,14780.895399374658,63140,1458
39834,357388.99109915335,62237,35719
60768,545111.5240352122,58261,54491
45262,406061.9883376882,22721,40587
29367,263528.6399956116,64225,26333
27536,247120.87625567868,5612,24692
20150,180879.4891331663,59672,18068
9331,83880.82633252586,19367,8367
39213,351831.62378275406,5679,35163
37119,333045.11545507686,23241,33285
480,4497.119408681592,27890,430
27225,244337.5587390649,13477,24413
18217,163541.41199883603,36083,16335
11157,100246.68682865491,46294,10004
46063,413257.64509265573,40597,41305
34453,309135.0217096472,45788,30894
41525,372562.1941420256,19894,37236
46748,419383.5308558705,57193,41919
64328,577039.034168757,13948,57684
52598,471858.1328931878,44927,47165
40646,364667.8531265886,5676,36448
57594,516645.40678591776,45831,51645
31287,280743.8770163042,44743,28055
64522,578782.0435815087,11570,57858
49890,447574.1583120404,24083,44737
42646,382599.3596592709,34523,38241
59187,530935.4148944486,11444,53074
33748,302815.62145775696,33490,30262
47220,423621.3270896998,8177,42343
18656,167487.8521484656,13815,16729
63110,566114.8880516612,508,56592
40844,366459.1525730591,41751,36625
51237,459647.1904777939,16353,45945
30188,270897.17634723615,12282,27070
56793,509467.15465120954,27955,50927
4861,43777.645124764196,62676,4358
7477,67241.24522032677,50874,6704
33227,298151.04821846203,20963,29795
47988,430522.9530669136,52801,43031
53021,475635.62266265764,65410,47544
28835,258759.09577548088,60614,25856
42567,381900.9705880736,44948,38170
36240,325163.85770692886,9023,32497
62999,565122.7008796297,30914,56492
42857,384501.74338542396,48148,38430
27312,245112.30101674626,14437,24491
63543,569993.12963444,18842,56980
7028,63212.260883552924,9770,6302
64510,578673.4565865542,27253,57847
10091,90691.80619312201,52606,9048
18885,169537.88551697528,36676,16934
53823,482840.35542004625,10998,48264
48076,431304.75386635883,46994,43110
63578,570315.9307785897,44081,57011
49139,440832.5603902119,60983,44063
41737,374454.4930413981,26752,37426
22703,203786.05846366112,15544,20358
309,2966.3207030761705,5669,277
8116,72969.37648804822,51147,7277
19511,175156.20345541046,59399,17495
2683,24244.523138467706,58977,2405
33296,298772.0089578583,12687,29857
50932,456912.65348823025,49137,45671
63113,566141.0132493436,45728,56594
32086,287919.7871576282,10632,28772
57331,514287.6165619208,56485,51409
64573,579229.1554824248,59579,57903
56336,505377.1944126071,40987,50517
30466,273385.6606842039,31165,27319
21312,191296.06254120645,58938,19110
64074,574769.8844559308,29220,57456
15851,142336.76008328015,59681,14213
26967,242006.99557537606,55817,24181
4851,43685.61811864293,64825,4349
52003,466518.442329348,8990,46632
42578,381994.3424895419,36032,38180
5558,50026.13201544547,63589,4983
14541,130579.74995992925,13595,13039
36394,326537.145362757,15241,32635
35408,317708.1293799137,4361,31751
52551,471428.1988075069,35371,47123
17435,156538.72359263507,20676,15634
60587,543483.262567425,38189,54329
29122,261339.95280060126,18594,26114
53896,483494.1620732133,41175,48329
15619,140240.18097919258,57121,14005
2423,21922.76149030846,49330,2172
3608,32548.34614372208,23997,3235
24420,219164.96599302412,59343,21897
62451,560215.6076679335,4533,56001
3191,28814.409115251667,28433,2861
24176,216991.66581273585,6945,21679
7161,64411.959169715185,27053,6421
61037,547536.6776028702,7005,54733
44247,396966.9372431781,11521,39677
49972,448301.8943735429,58878,44810
46733,419250.6962894172,27656,41906
43049,386215.5109095622,59304,38602
50695,454793.880497673,14891,45459
533,4966.616428365896,62365,477
56705,508682.3405290195,33762,50848
48476,434887.02189923136,26555,43469
48448,434645.1107146111,19468,43444
25778,231345.5204621814,42697,23115
52474,470734.869572961,32262,47054
25017,224528.43794053092,16225,22433
3209,28970.026711484246,37669,2877
59481,533570.8194414945,53097,53337
15367,137998.16174718708,58859,13779
6677,60070.639245073886,26231,5987
40747,365570.1556092734,42940,36538
15309,137459.23700894977,58219,13727
56225,504386.3374420432,5872,50418
29075,260920.59770248298,9038,26072
295,2838.9951790648474,34886,264
62357,559353.0481738196,50942,55916
33719,302570.7364001613,33170,30236
17231,154700.31293217253,25203,15451
44376,398113.267833028,55872,39792
34766,311955.8035824276,24389,31175
1940,17589.16410980031,41741,1739
49773,446525.66452691314,29570,44632
26297,236007.1863060799,3237,23581
45853,411370.1978387779,20205,41117
58682,526410.9777754581,21687,52621
40008,358955.09356794314,64157,35875
44005,394797.59351806645,11110,39460
16685,149803.7101453108,50809,14961
15572,139828.6593242583,47565,13963
27191,244024.208578309,46992,24382
55875,501240.84926413116,15566,50104
34346,308187.367789198,49126,30798
22804,204676.29106711256,52808,20448
51081,458246.5171797543,23669,45805
55912,501574.9361361179,27271,50137
59134,530470.7836012812,42490,53026
19587,175836.2543944324,3754,17564
46496,417129.87312489375,58931,41693
38678,347020.6649235514,22369,34683
29417,263979.8051217024,53480,26378
26008,233412.04455685936,58791,23321
7506,67505.81505994205,51194,6730
18007,161671.8557859072,15691,16147
36015,323144.83364208945,24615,32295
58088,521083.6183895563,44504,52088
56763,509204.4656665855,34402,50900
12292,110417.49462778225,31706,11022
44510,399318.2967729426,867,39913
5557,50027.460524388254,4835,4983
44227,396798.2858564974,15819,39659
22404,201098.31595433166,7726,20090
29475,264496.419726475,54120,26430
47020,421828.22258883266,51157,42163
27839,249826.0140406106,51883,24963
52903,474591.423734757,12143,47439
34961,313686.3207634596,15244,31350
65438,586998.0442052056,37493,58679
41818,375182.5901101791,2793,37499
19418,174322.59920681443,33520,17412
50797,455705.18142072484,45388,45550
26729,239880.20322657883,28338,23968
34999,314036.49671517033,20182,31384
8965,80590.07290077097,6291,8039
7820,70317.97839259377,23028,7012
37666,337950.09428301634,56389,33775
12232,109878.21203592821,44600,10968
65362,586305.0275477868,27617,58611
56064,502926.4302347335,47023,50273
45922,411991.89903662854,11929,41179
48138,431858.2263552459,20566,43166
38999,349908.6365673101,12355,34971
3951,35609.25469165455,61672,3542
25709,230722.7079604225,50973,23053
32485,291484.73690459126,62481,29129
59971,537962.3839687408,13317,53777
14382,129162.02757717951,41212,12896
32558,292147.06257205515,27137,29195
22544,202343.30818294224,43161,20215
8804,79139.01195245514,47442,7894
6750,60725.31002584948,56408,6052
23940,214867.52751358238,31453,21467
5401,48629.0424437304,12151,4843
4401,39664.114184551334,30488,3946
22989,206341.01116070314,45812,20614
13234,118869.03127253451,12729,11867
36352,326166.10741735366,37371,32597
1158,10580.295796812601,26334,1038
19775,177531.01634282575,41978,17732
29699,266509.97287763713,45295,26631
63106,566088.1994871615,27576,56588
41576,373017.8175919305,2382,37282
57705,517649.832286746,15425,51745
22493,201903.22088907697,60673,20169
29465,264415.2648956631,56269,26421
27544,247183.39300688016,16997,24699
58143,521566.5445024031,65445,52137
62848,563776.0272998908,4395,56357
63053,565602.2548404494,58622,56540
49269,442007.05826239527,33046,44180
32964,295792.6289566038,31617,29559
35437,317974.1307902669,4681,31777
64244,576280.2292272433,58208,57608
18644,167382.39473946483,29498,16718
22717,203898.39414170638,51848,20370
58772,527218.9182864598,2346,52702
25312,227174.68399233161,51111,22697
15404,138325.1615706917,5043,13813
36722,329483.44129012444,23379,32929
21317,191351.42366300852,25103,19115
58371,523615.61976469983,29552,52342
59562,534301.6108283998,29138,53410
20050,179988.517885958,15641,17979
34696,311314.16487189836,39432,31112
64472,578340.7598457081,22315,57813
48637,436323.1677102329,50925,43613
14128,126886.2375467622,56484,12668
38706,347280.2967417868,29456,34708
40616,364410.8828004131,12123,36421
42814,384120.8905246716,11524,38392
1639,14886.95608239658,47457,1469
19616,176106.23334431121,4074,17590
55995,502303.66136052913,55299,50211
15815,142014.33012638555,41209,14181
19637,176280.2955882737,58530,17608
21130,189675.7033075121,45633,18947
11623,104418.98611792033,37880,10422
10185,91536.75653893125,6197,9133
22737,204084.00709335916,47550,20388
57286,513894.7395183705,33395,51369
101,1096.922142100059,37264,90
18559,166612.46331619134,15004,16642
3973,35824.063885530995,43840,3562
36789,330085.27011385054,28637,32989
16420,147438.1257401509,9476,14724
51891,465513.4645115583,46163,46531
38331,343922.09003041085,11762,34372
51357,460724.237074678,56086,46052
41600,373227.6649527614,36537,37303
28724,257774.19925808712,25499,25757
56411,506042.56562982453,57630,50584
31205,280022.56028982543,9948,27982
62240,558318.4091637118,56429,55811
65173,584616.0828149786,61681,58441
38593,346280.65439367836,7875,34607
44200,396551.634375975,1965,39635
16752,150410.6298917955,56067,15021
53376,478824.3077549798,21881,47863
44003,394769.9050530217,24644,39458
59136,530481.4001637445,28956,53028
17495,157080.9751231906,7782,15688
51603,462922.9886377308,29429,46273
30813,276494.2265037659,41772,27630
12133,108980.1652825119,59323,10879
11217,100777.1904918594,33400,10058
36834,330496.2780549119,51727,33029
20931,187880.36371817178,16325,18769
6677,60074.809344730864,26231,5987
27987,251158.46706520053,33182,25096
42780,383806.85762201156,45039,38361
20898,187586.9202020861,43073,18739
62595,561496.8441680413,12900,56130
51076,458205.18057276204,57504,45800
33595,301455.20803553215,20505,30125
61239,549347.117158932,16012,54914
28369,254587.34642982224,3507,25439
9152,82263.28415303005,51282,8206
2349,21252.30038869084,25920,2106
61460,551320.5227891677,27488,55112
62885,564097.9574947539,16100,56390
48436,434529.0094853744,35151,43433
6749,60702.53735064832,63175,6051
19240,172714.8096045727,58668,17252
2692,24322.995440095627,63595,2413
3358,30308.82257598876,12201,3011
16123,144771.08492791664,53645,14457
37487,336335.9283544139,22783,33615
4294,38707.40812506516,33826,3850
64512,578690.6067699628,13719,57849
29820,267601.4524105901,12740,26740
17288,155228.7591240549,32610,15502
33815,303417.79136172583,38748,30322
51771,464440.1386183792,6430,46424
20480,183845.68368843285,54276,18364
3114,28125.62753424498,25324,2792
3339,30149.355547079773,9732,2994
55823,500770.56671179633,39845,50057
7313,65770.72691329436,46805,6557
41643,373626.6790929846,7640,37342
25193,226113.21836148427,4611,22591
50943,456999.078450068,40221,45681
3966,35762.15452636917,25688,3556
58824,527681.776006564,43588,52748
45746,410410.50881043467,23543,41021
29437,264164.0122197112,49182,26396
13564,121832.59191463592,7333,12163
64023,574302.7701018746,46732,57410
19792,177668.20887554678,57981,17747
32139,288396.7810226743,45107,28819
25824,231762.82496537289,59020,23156
15106,135638.32280305147,55979,13545
27297,244968.35780135787,50421,24477
9926,89206.4934985866,55304,8900
109,1169.8851128446056,48649,97
19001,170587.61226566683,37956,17038
7343,66040.65177804275,40358,6584
27177,243906.87832267885,10688,24370
56529,507099.46569543454,45376,50690
10652,95723.7445966616,56537,9551
81,927.6050839078297,41562,72
7279,65473.23864189644,14799,6527
33296,298766.6667116471,12687,29857
18008,161677.75852080318,8924,16148
32073,287801.2586758325,33082,28760
1917,17379.531296017634,819,1719
21825,195899.06705815397,60080,19570
26873,241167.53210744497,36705,24097
28261,253615.89331907657,13612,25342
36112,324017.423385357,23426,32382
51144,458801.2895865634,55995,45861
30613,274708.93678343424,19231,27451
55116,494431.49431723246,41081,49423
34709,311434.61041038827,16982,31124
17059,153166.33738200864,9749,15297
15006,134758.70333816408,11948,13456
21130,189666.89608996687,45633,18947
39146,351226.0233435731,421,35103
15888,142666.89463203767,5865,14247
59897,537303.680316246,55428,53710
31441,282121.65878807736,50961,28193
56562,507400.7048505025,18628,50720
44768,401638.40339751437,24048,40144
21842,196062.28514264774,10562,19586
14956,134316.2190790154,22693,13411
48744,437287.26166009577,47587,43709
21670,194514.31470672187,60629,19431
16175,145237.7515446278,29366,14504
60959,546825.3660884908,10663,54663
31622,283754.745618127,5512,28356
3183,28758.454205612317,17048,2854
32418,290888.01019486797,57223,29069
30190,270906.8428767198,64269,27071
56608,507803.25565804803,34951,50761
46622,418265.6125688647,58062,41806
12538,112621.9378521317,5049,11243
9858,88589.37788686772,56813,8839
39548,354833.3687139278,31969,35463
3104,28037.191922446353,27473,2783
20902,187634.1163796897,16005,18743
9056,81395.54111927417,45704,8120
1348,12276.292696326396,51024,1208
60202,540031.7321977168,22644,53984
5886,52974.21753780264,6206,5278
607,5645.9586359151435,20254,544
61124,548303.9964088979,7965,54811
12339,110840.95572588473,41262,11064
53501,479946.8399088784,27779,47975
2050,18575.373997907376,18102,1838
10061,90408.42265063533,59053,9021
7249,65210.26995448431,21246,6500
46275,415145.23399854463,47455,41495
40633,364563.5246316142,28126,36436
31155,279575.2400877229,20693,27937
15833,142162.03090855968,50445,14197
5823,52410.87312034475,39401,5221
37295,334624.58540646936,11627,33443
15117,135741.52392223463,47063,13555
38670,346961.8830821844,10984,34676
45043,404109.0703160802,63232,40390
55656,499270.84652158763,56077,49907
32366,290434.71377061785,15981,29023
311,2977.493326742886,57656,278
18390,165098.10522704886,44770,16490
55913,501583.5820611049,20504,50138
34939,313504.4237917767,33076,31330
40565,363951.61907277745,29635,36375
29997,269179.9018797022,59880,26898
10663,95810.0560119952,47621,9561
58753,527038.1909978582,65398,52684
50643,454330.9833580193,39170,45412
65205,584899.4806425368,41700,58470
56052,502827.76725723565,62706,50262
19076,171240.78956431532,54599,17105
16660,149592.25330487886,23421,14939
16281,146185.5118596568,32795,14599
60200,540028.3350062943,36178,53982
36491,327422.4739813297,14052,32722
29777,267208.0283970903,41637,26701
63441,569072.1492219379,53866,56888
39537,354722.60728697455,40885,35453
59586,534512.3812495532,63293,53431
64515,578708.7888354622,58939,57851
5206,46873.77880143669,21296,4668
23688,212609.53067917938,33191,21241
48101,431522.8285707883,8861,43133
53279,477950.6935786745,23070,47776
9729,87435.74167066347,12462,8724
20862,187262.41026844276,24601,18707
35917,322271.1501506392,32571,32207
52365,469764.1986020218,49134,46956
7402,66569.29006075583,34231,6637
39361,353141.30924190115,52499,35295
19423,174358.32809522733,65206,17416
14176,127301.58147811804,59273,12711
33769,303010.02072982764,22425,30281
27127,243455.1624765767,21433,24325
41652,373692.9133761307,12258,37350
20812,186824.52017719837,35346,18662
53942,483904.63930792286,57498,48370
5118,46088.43024101313,27103,4589
56471,506590.052220485,44736,50638
1955,17735.697900679763,5757,1753
48216,432568.8612941299,16908,43236
22702,203769.36271059036,22311,20357
25117,225412.0536370884,60256,22522
1248,11383.067563593306,6993,1119
46002,412708.48819595424,60258,41250
10843,97432.27134527743,8939,9723
43188,387456.4078636394,35985,38727
47515,426279.94869322504,43063,42607
55381,496809.37741095264,16893,49661
46395,416222.6669492407,21667,41603
19755,177332.9140505973,46276,17714
48392,434146.29769880045,5294,43394
54117,485467.23470201343,52651,48527
20780,186537.6527331615,55327,18633
8137,73158.75343536475,40082,7296
58315,523126.9546250213,15378,52292
9694,87121.69437827649,52744,8692
38908,349094.2261388591,38463,34889
15482,139036.46659333666,1385,13883
8258,74257.03088351722,7527,7405
50871,456360.2787529845,3277,45617
9417,84637.40995538369,27094,8444
43914,393975.8016739955,37218,39378
45412,407410.4932580237,56007,40721
3947,35584.504112942,23219,3539
11332,101801.27591557546,41447,10161
52047,466904.40265284077,38847,46671
33238,298252.4068474683,12047,29805
7951,71485.02263041933,53845,7129
64982,582904.3918559629,43758,58270
17363,155884.90538042123,49253,15569
263,2549.3896451676733,54867,235
60552,543180.3762059484,12950,54298
1087,9942.335199202163,48144,974
36257,325320.8484492948,25026,32512
65067,583656.6827775324,58252,58346
37859,339687.8040379505,60778,33948
38306,343694.7771935092,49895,34349
25434,228279.7313082767,11789,22807
8316,74769.07721990795,8167,7457
37523,336668.20291091246,41255,33647
58792,527388.0067786141,63569,52719
5970,53737.44653939928,27467,5353
57683,517457.0526040644,33257,51725
27194,244039.57531721392,26691,24385
35132,315233.0112251887,37465,31503
10838,97383.06067809493,42774,9718
40740,365526.1202070006,24788,36532
11948,107343.83706629991,798,10714
17900,160704.51601616436,19029,16051
47281,424168.9966891886,54037,42397
3311,29891.338094340277,2645,2969
29300,262926.01562477555,58967,26273
38957,349529.1431689853,34485,34933
8651,77769.77068965303,34457,7757
19313,173377.90916490258,23324,17318
22507,202019.182113591,31456,20182
43481,390098.14551847224,18884,38990
63994,574043.2962554194,46412,57384
54791,491519.44417948683,12642,49132
12434,111681.86365576318,53607,11149
1190,10870.617349343498,6353,1067
